,category,news_link,news
34,social,https://en.setopati.com/social/161313,"
President Ram Chandra Paudel has been discharged from hospital.
President Paudel returned to the Sheetal Niwas on Wednesday after being discharged from hospital following treatment.
Issuing a statement on Wednesday, spokesperson for the President’s Office Shailaja Regmi Bhattarai said that President Paudel has returned to his official residence after undergoing treatment.
The president’s health condition is normal.
President Paudel was admitted to the Manmohan Cardiothoracic Vascular and Transplant Center inside the Tribhuvan University Teaching Hospital in Maharajgunj, Kathmandu, on June 17 after his heart rate became unstable.
Doctors at the hospital implanted a pacemaker in his chest on June 20 to stabilize his heart rate.
"
35,social,https://en.setopati.com/social/161312,"
The Kathmandu District Court has remanded four people arrested in connection with the Baluwatar land grab scam to custody for seven days.
The court on Wednesday granted the police permission to keep the four in custody for seven days for investigation.
The Central Intelligence Bureau (CIB) of Nepal Police had arrested seven people on Tuesday over their alleged involvement in the land grab scam. Those arrested include promoter of Bhatbhateni Supermarket Min Bahadur Gurung, former election commissioner Sudheer Kumar Shah, Gopal Karki and Dharma Prasad Gautam.
The CIB released three others -- Kaladhar Deuja, Surendra Man Kapali and Hupendra Mani KC – on Tuesday itself after making them complete the paperwork as they were found to have obtained stay orders from the Supreme Court against their arrest.
Deuja was the chief of the Dilli Bazaar Land Revenue Office then, while Gautam, Kapali, Karki and KC were government employees at the Land Revenue Office.
"
36,social,https://en.setopati.com/social/161310,"
The Central Intelligence Bureau (CIB) of Nepal Police has made public four people who were arrested on Tuesday in connection with the Baluwatar land grab scam.
Those arrested are promoter of Bhatbhateni Supermarket Min Bahadur Gurung, former election commissioner Sudheer Kumar Shah, Gopal Karki and Dharma Prasad Gautam.
The CIB had arrested seven people on Tuesday morning in connection with the case but released three of them -- Kaladhar Deuja, Surendra Man Kapali and Hupendra Mani KC – later the same day after making them complete the paperwork as they were found to have obtained stay orders from the Supreme Court against their arrest.
Deuja was the chief of the Dilli Bazaar Land Revenue Office then, while Gautam, Kapali, Karki and KC were government employees at the Land Revenue Office.
According to Senior Superintendent of Police Dinesh Acharya at the CIB, they are found to have initially transferred 112 ropanis of the land at Baluwatar in their names through forgery of government documents.
Investigations have shown that 29 ropanis of the land have been transferred in the names of Gurung, his family, relatives and his company’s shareholders, Acharya said.
Gurung has been arrested for the second time in connection with the case. The Commission for the Investigation of Abuse of Authority (CIAA) had filed a corruption case against him at the Special Court charging him with embezzling Rs 392.77 million in the scam. He was released on a bail of Rs 30 million.
Police also arrested Gautam, former section officer at the Land Revenue Office, on the charge of involvement in the scam as investigations have shown three ropanis of land transferred in his name.
They have also found 5 ropani 2 paisa of land transferred in the name of former election commissioner Shah’s wife Urmila.
The CIB investigation did not find any land transferred in Karki’s name, but he has been accused of disappearing some files from the Land Revenue Office. “Maybe it will come out later whether he took money or not. He played a role to disappear files,” Acharya said.
The CIB has said that 143 ropanis of land on the Lalita Niwas premises at Baluwatar have been transferred illegally in the names of different individuals.
Police have taken the four arrested to the Kathmandu District Court for extension of their custody on the charge of forging government documents.
The CIB had submitted its report to the District Government Attorney’s Office (DGAO), Kathmandu, in December 2021 after completing its investigation into the case. But the DGAO had returned the report instructing the CIB to carry out further investigation.
Additional Inspector General Kiran Bajracharya said that they are investigating the case by collecting evidence again.
“Evidence has been collected after a long investigation, there’s no question of not registering a case,” Bajracharya said. “Maneuverings are possible, but we have enough evidence to give answers.”
Bajracharya said that they are carrying out investigations on the basis of the statute of limitations in the Civil Code, adding that statute of limitations does not apply to this case.
CPN-UML leader and former finance minister Bishnu Paudel was also dragged into the controversy earlier as eight annas out of the 113 ropanis have been transferred in the name of his son Navin.
But Paudel and Supreme Court (SC) Justice Kumar Regmi were not charged in the scam after they agreed to return the land in the names of Paudel's son Navin and Regmi respectively.
Asked whether Paudel would come under investigation or not, Bajracharya said, “We have started the investigation. We’ll tell you about anything that happens as the investigation moves ahead.”
She added that they did not face any political pressure while investigating the case.
"
37,social,https://en.setopati.com/social/161309,"
The chief priest of Bhairavsthan Temple in Palpa has been found to have inflicted sexual violence on girls and women.
Chief priest Jeet Nath Yogi of the temple at Ribdikot Rural Municipality 4 has been found to be touching chest of women and girls in the pretext of offering tika, and giving prasad (edibles offered to deity during worship).
Devotees are allowed to worship the deities outside the main temple themselves but not the Bharaiv Baba inside the main temple. They have to offer the prasad and flowers through the priests. Yogi, 70, has been found to be touching the women at the narrow place where they hand over their offerings and get them back.
Setopati has acquired a video showing Yogi clearly touching chest of the female devotees deliberately.
“The hands touched my breasts when the priest gave the basket (of prasad) to me. I first presumed he may have touched inadvertently,” a girl told Setopati. “I then stayed there and looked at him put tika on my sisters and friends. He did the same to them. He touched their breasts stretching his hands.”
The 21-year-old girl who went to the temple from Rupandehi told Setopati that she talked with other female devotees about the issue after that and all of them confirmed that Yogi touched their chest. The women and girls then made video recording of the chief priest touching the girls and women.
The girl did not tell anyone in the family about the incident after returning from the temple. When her maternal aunt went to the temple two weeks later Yogi touched the aunt similarly.  
They had gone in a group of nine and claimed that Yogi touched all five who offered prasad. They then complained with the temple management committee.
Head of the management committee Min Bahadur Budhathoki told Setopati that he directed the closed-circuit television camera installed in the temple toward the chief priest without knowledge of Yogi after hearing about the complaint from the girls and women. “Chief priest Yogi was seen to be returning the basket touching and pushing women’s chest in the video. Priest of such a big place of devotion apparently was inflicting violence on women. The temple management committee will punish him,” Budhathoki stated.
Chief District Officer of Palpa Bandhu Prasad Bastola told Setopati that no formal complaint against Yogi had been received, and added that Yogi would be arrested even if just a single person were to complain.
Yogi had gone from Dang to become priest at the temple in 2002.
The temple was built by the then Sen king Mani Mukunda Sen in 1565 BS. The then army chief Khadga Shumsher then installed a brass trishul at the temple. The trishul is believed to be the biggest in Asia.
"
38,social,https://en.setopati.com/social/161303,"
Three of the seven people who were arrested Tuesday morning in connection with the Baluwatar land grab case have been released after it emerged that they had obtained stay orders from the Supreme Court against their arrest.
According to Nawaraj Adhikari, spokesperson for the Central Investigation Bureau (CIB) of Nepal Police, Kaladhar Deuja, the then chief of the Land Revenue Office, Dilli Bazaar, and LRO employees Surendra Man Kapali and Hupendra Mani KC had obtained stay orders.
Adhikari said that the three have been released as per the stay order.
The CIB had arrested seven people including Deuja, Kapali and KC in connection with the Baluwatar land grab case on Tuesday morning. Those arrested also included promoter of Bhatbhateni supermarket Min Bahadur Gurung, former election commissioner Sudheer Kumar Shah, and LRO employees Dharma Prasad Gautam and Gopal Karki.
Gurung was one of those accused in the Baluwatar land grab, while Shah served as election commissioner from February 16, 2017, to April 11, 2019.
Police said that the CIB had been investigating the case and arrested the seven after collecting further evidence against them.
The CIB had submitted its report to the District Government Attorney’s Office (DGAO), Kathmandu, in December 2021 after completing its investigation into the case. But the DGAO had returned the report instructing the CIB to carry out further investigation.
The government had formed a probe committee under former secretary Sharada Prasad Trital following complaints that government land at Baluwatar has been transferred to some individuals. The committee had submitted the report to the government in December 2018 concluding that the land transferred to individuals belonged to the government.
The committee stated that the then king Mahendra after the coup in 1951 had confiscated 14 ropanis land of Nepali Congress leader Suvarna Shumsher Rana and his son Kanchan Shumsher in Baluwatar.
The government four years later acquired 285 ropanis of Rana's land in Baluwatar by paying compensation. The prime minister's residence, chief justice's residence, speaker's residence and the central office of Nepal Rastra Bank are currently situated in 172 ropanis out of the 285 ropanis.
Land mafia in connivance with staffers at the Land Revenue Office has transferred ownership of the remaining 113 ropanis of land to different individuals, the committee has concluded.
CPN-UML leader and former finance minister Bishnu Paudel was also dragged into the controversy as eight annas out of the 113 ropanis has been transferred in the name of his son Navin.
But Paudel and Supreme Court (SC) Justice Kumar Regmi have not been charged in the scam after they agreed to return the land in the name of Paudel's son Navin and Regmi respectively.
""It does not seem necessary to make them defendants as they have agreed to return the land plots inside Lalita Niwas camp to the Nepal Government in their statement to the investigation officer and the application filed with the CIAA,"" the CIAA charge sheet stated.
Regmi has claimed that he received the land for handling a case while working as advocate while Paudel has claimed that he bought the land.
"
39,social,https://en.setopati.com/social/161300,"
Alibaba founder Jack Ma has arrived in Kathmandu.
Jack has landed at the Tribhuvan International Airport (TIA) on a chartered flight of Hong Business Aviation on Tuesday. Seven persons including Jack reached Kathmandu Marriott Hotel in Naxal. The team includes five Chinese nationals, one from Denmark and an American national.
Jack did not use the VIP section at the TIA and passed through the immigration desk as a commoner. He has not sought security from the Nepal Police. He has acquired a tourist visa for 15 days, according to a source at the Department of Immigration.
 
"
40,social,https://en.setopati.com/social/161299,"
Seven people including promoter of Bhatbhateni Min Bahadur Gurung and former election commissioner Sudheer Kumar Shah have been arrested in connection with the Baluwatar land grab.
The Central Investigation Bureau (CIB) of Nepal Police arrested Gurung, Shah and five others on Tuesday morning, according to a CIB source.
Gurung was one of those accused in the Baluwatar land grab.
Along with Gurung and Shah, Kaladhar Deuja, the then chief of the Land Revenue Office, Dilli Bazaar, and LRO employees Dharma Prasad Gautam, Surendra Man Kapali, Gopal Karki, and Hupendra Mani KC were also arrested on Tuesday.
Shah served as election commissioner from February 16, 2017, to April 11, 2019.
Police said that the CIB had been investigating the case and arrested the seven after collecting further evidence against them.
The CIB had submitted its report to the District Government Attorney’s Office (DGAO), Kathmandu, in December 2021 after completing its investigation into the case. But the DGAO had returned the report instructing the CIB to carry out further investigation.
The government had formed a probe committee under former secretary Sharada Prasad Trital following complaints that government land at Baluwatar has been transferred to some individuals. The committee had submitted the report to the government in December 2018 concluding that the land transferred to individuals belonged to the government.
The committee stated that the then king Mahendra after the coup in 1951 had confiscated 14 ropanis land of Nepali Congress leader Suvarna Shumsher Rana and his son Kanchan Shumsher in Baluwatar.
The government four years later acquired 285 ropanis of Rana's land in Baluwatar by paying compensation. The prime minister's residence, chief justice's residence, speaker's residence and the central office of Nepal Rastra Bank are currently situated in 172 ropanis out of the 285 ropanis.
Land mafia in connivance with staffers at the Land Revenue Office has transferred ownership of the remaining 113 ropanis of land to different individuals, the committee has concluded.
CPN-UML leader and former finance minister Bishnu Paudel was also dragged into the controversy as eight annas out of the 113 ropanis has been transferred in the name of his son Navin.
But Paudel and Supreme Court (SC) Justice Kumar Regmi have not been charged in the scam after they agreed to return the land in the name of Paudel's son Navin and Regmi respectively.
""It does not seem necessary to make them defendants as they have agreed to return the land plots inside Lalita Niwas camp to the Nepal Government in their statement to the investigation officer and the application filed with the CIAA,"" the CIAA charge sheet stated.
Regmi has claimed that he received the land for handling a case while working as advocate while Paudel has claimed that he bought the land.
"
41,social,https://en.setopati.com/social/161284,"
Five people died and 12 others were injured in a Jeep accident at Manakamana of Gorkha district on Friday morning.
The Jeep with registration number Pradesh 3–01–023 Cha 2427 met with an accident at Siling in Sahid Lakhan Rural Municipality Ward No. 3 at around 1:15 AM Friday. Nineteen members of a wedding party were traveling in the Jeep on their way back to Pokhari Danda from Kotgaun.
Deputy Superintendent of Police Lila Raj Lamichhane at the District Police Office said that the Jeep fell some 200 meters off the road.
The deceased have been identified as Bir Bahadur Thapa (24), Prabin Thapa (25), Niraj Thapa (18) and Nabina Thapa (17) of Sahid Lakhan Rural Municipality Ward No. 5, and Than Bahadur Thapa (64) of Ward No. 4 of the same rural municipality, according to DSP Lamichhane.
Police said that 12 others injured in the accident are undergoing treatment at Anbukhaireni in Tanahun and some of them have already been discharged from hospital.
The bride and groom were unharmed in the accident.
"
42,entertainment,https://en.setopati.com/entertainment/149141,"
                            The government has stepped back from the decision to host the International Indian Film Academy (IIFA) Awards in Kathmandu.
Deepak Raj Joshi, Chief Executive Officer (CEO) of the Nepal Tourism Board (NTB) that has been handed responsibility to coordinate the hosting of event, told Setopati that it has decided to immediately stop all preparations.
The International Relations Committee of the parliament has already instructed the government to not host the event. CEO Joshi said preparations will be stopped due to that instruction and in respect of public sentiments. ""We had taken the event as an opportunity for tourism promotion and branding. But we have decided to stop it feeling it is not the appropriate time to host the event due to the instruction of parliamentary committee and other political and social reasons,"" he added.
Minister for Communication and Information Technology Gokul Baskota during the weekly press conference on Thursday had said the event will be hosted in a way that the NTB and the Kathmandu Metropolitan City (KMC) are joint co-organizers. The event was scheduled for the last week of August.
The government had formed a high level committee under Minister of State for Culture, Tourism and Civil Aviation Dhan Bahadur Buda.
The event would have cost the government almost Rs 1 billion. The organizers had demanded US$ 4 million from Nepal for getting to organize the event while Nepal would also have to provide air fares, accommodation and local transportation for the guests and participants, the majority of whom demanded business class tickets and five-star accommodation.
The government's decision was widely criticized after revelation that the event will be hosted with taxpayers' money.
"
43,entertainment,https://en.setopati.com/entertainment/148910,"
                            The government will have to spend almost Rs 1 billion to organize the International Indian Film Academy (IIFA) Awards.
The organizers have demanded US$ 4 million from Nepal for getting to organize the event, according to Nepal Tourism Board (NTB) CEO Deepak Raj Joshi.
The Cabinet has decided to organize the event in Nepal with NTB and Kathmandu Metropolitan City (KMC) the joint co-organizers.
Coordinator of the Visit Nepal Year Suraj Vaidya and Joshi have been handed the responsibility to negotiate with the organizers about the event fee. ""We are in course of discussion. We have only held discussions on the venue and guests but have yet to sign agreement. We have yet to finalize event fee as well,"" Joshi told Setopati.
Joshi revealed that the organizers have demanded the amount for technical preparations including event management to fees for the artistes. But both the NTB and KMC do not have working procedure to pay a foreign company in such manner.
A member of the high-level committee formed by the government to organize the event confided that additional Rs 200 million will be needed for air fares, accommodation and local transportation for the guests and participants. ""The majority of them have demanded business class tickets while they will also want five-star hotels. Another Rs 200 million will have to be spent in that,"" the member told Setopati.
Millions will also have to be spent on security for the guests and awards taking the expenditure to almost Rs 1 billion.
NTB CEO Joshi, however, claimed that the money will be well-spent providing unprecedented promotion for Nepal. ""This is an event with a viewership greater than that of Oscars. This will create a brand for the city. We can also send a message that we are capable and safe to organize such huge events,"" he reasoned. ""They will name the event Nepal IIFA and many television channels will promote the event as Nepal IIFA.""
He said the event will also provide an opportunity to bring multiple stars. ""We have to spend around Rs 50 million to bring one star now. Around 100 stars of that level will arrive for the event. Videos about Nepali destinations will also be played during the event. We have almost agreed on that. Such videos will be useful for us even in the future.""
"
44,entertainment,https://en.setopati.com/entertainment/148654,"
                            Please allow them to reintroduce themselves: The Rolling Stones are set to return to the stage.

The band plays Friday night at Chicago’s Soldier Field after postponing their North American tour because frontman Mick Jagger needed medical treatment. A second show is scheduled for Tuesday.

St. Paul & The Broken Bones are expected to open Friday, and Whiskey Myers on Tuesday.

The Rolling Stones said in a statement last month the concerts will feature classic hits such as “Sympathy For The Devil” and “Paint It Black.”

The No Filter Tour was delayed after doctors told the 75-year-old Jagger in late March he couldn’t tour at the time.
"
45,entertainment,https://en.setopati.com/entertainment/146850,"
                            Actor Arnold Schwarzenegger was assaulted during a public appearance in South Africa on Saturday, but the 71-year-old quickly recovered and said, “I’m just glad the idiot didn’t interrupt my Snapchat.”

Video shows the former California governor standing and filming children at a sporting event in Johannesburg when a man makes a flying kick into his back. Schwarzenegger stumbles forward. The man is quickly grabbed by security. Off camera a man shouts several times “Help me!”

The video shortly afterward shows Schwarzenegger smiling and shaking hands with bystanders before walking out ringed by security.

Schwarzenegger later posted on Twitter: “Thanks for your concerns, but there is nothing to worry about. I thought I was just jostled by the crowd, which happens a lot. I only realized I was kicked when I saw the video like all of you. I’m just glad the idiot didn’t interrupt my Snapchat.”

Schwarzenegger also tweeted a second video of the incident “without whatever he was yelling so he doesn’t get the spotlight.”

“By the way...” he joked, “block or charge?”

Schwarzenegger had been attending his Arnold Classic Africa event, which features dozens of sports and fitness activities. In a separate Twitter post, the event blamed a “crazed fan” for the assault.

The statement cited organizer Wayne Price as saying the assailant was “known to the police for orchestrating similar incidents in the past” and that Schwarzenegger was “fine and still in good spirits.”

The actor confirmed he had no intention of pursuing charges and would continue with another appearance on Sunday as planned, the statement said.
"
46,entertainment,https://en.setopati.com/entertainment/145829,"
                            Megastar Amitabh Bachchan on Sunday afternoon informed his fans that he is cancelling the weekly meet and greet ritual due to ill health.

The 76-year-old actor, who sees his admirers every Sunday at his house Jalsa in Juhu since past 36 years, said he might be in pain but fans need not worry.

""...Not doing the Sunday Darshan today... In bed... Pain .. Inform all, nothing to worry, but unable to come out,"" Bachchan wrote on his blog.

The actor, who was last seen in ""Badla"", is currently working on Ayan Mukherji's ""Brahmastra"" and a bilingual project, titled ""Tera Yaar Hoon Main"".

Bachchan is also teaming up with Emraan Hashmi for a mystery thriller.
"
47,entertainment,https://en.setopati.com/entertainment/145561,"
                            Justin Bieber got his start posting cover songs on YouTube and now he’s working with the platform on a “top secret project.”

YouTube announced Thursday that it is planning a project with the Grammy-winning Canadian pop star, set to premiere next year. No more details about the Bieber special were revealed.

Before releasing his debut song in 2009, Bieber gained popularity from posting his performances on YouTube. He went on to top the pop charts with hits like “Sorry” and “Boyfriend,” win a Grammy Award and tour the world.

YouTube announced a slate of new programming Thursday, including documentaries on Colombian singer Maluma and socialite Paris Hilton. They also said “Kevin Hart: What The Fit” would return for a third season next year.
"
48,entertainment,https://en.setopati.com/entertainment/145444,"
                            Mother’s Day is in a couple weeks, but Drake gave his mom an early gift with a heartfelt speech at the 2019 Billboard Music Awards, where the rap star also broke Taylor Swift’s record for most wins.

Drake turned up the love for his mom when he picked up top artist, besting Cardi B, Ariana Grande, Post Malone and Travis Scott. He won 12 awards Wednesday in Las Vegas, making his career total 27 (Swift has 23 wins).

He looked up to the ceiling as he held the trophy, then said: “I just want to thank my mom for her relentless effort in my life.

“I want to thank my mom for all the times you drove me to piano. All the times you drove me to basketball and hockey — that clearly didn’t work out. All the times you drove me to ‘Degrassi.’ No matter how long it took me to figure out what I wanted to do, you were always there to give me a ride, and now we’re on one hell of ride,” Drake said.

Family bonding was a theme at the three-hour show, which aired live on NBC and was hosted by Kelly Clarkson

Ciara’s young son and husband, NFL player Russell Wilson, danced along while she worked the stage, and Nick and Joe Jonas gave kisses to Priyanka Chopra and Sophie Turner of “Game of Thrones” fame when they sang in the audience before hitting the stage. Brendon Urie of Panic! at the Disco looked to his parents as he accepted top rock song, quoting the name of his current hit: “Hey look Ma, I made it!”

Mariah Carey’s twins cheered her on as she sang a medley of her hits and accepted the Icon award. She was in diva form before taking the award from Jennifer Hudson, throwing her napkin on the floor after dabbing her face with it.

“Without getting into all the drama, all the ups and downs of my career ... I guess I always felt like an outsider, someone who doesn’t quite belong anywhere, and I still feel like that lost interracial child who had a lot of nerve to believe I could succeed at anything at all in this world. But, and this is the truth, I did believe because I had to,” she said. “The truth is I dedicated my life to my music — my saving grace — and to my fans.”

Cardi B, the night’s top nominee with 21, locked lips with husband Offset on the red carpet and the couple sat closely inside the venue. She won six awards, including top Hot 100 song for “Girls Like You” with Maroon 5.

“I remember when Maroon 5 hit me up to do this song. I was like, ‘Bro I’m five months pregnant. I can’t even breathe.’ But this record to me was so amazing. I was like, ‘Oh this is going to be a hit.’ And now I sing this song to my daughter because she’s the girl that I need,” she said.

Drake and Cardi B — who both won multiple awards during the live telecast — used their speeches to promote love and appreciation for their peers in the music industry.

Others, too, brought on the positive energy when onstage. Imagine Dragons’ band leader Dan Reynolds used his speech to highlight the dangers of conversion therapy on LGBTQ youth. He earned rousing applause. Florida Georgia Line’s Tyler Hubbard followed suit, telling the audience after winning top country song: “In the spirit of so much truth being spoken tonight by so many talented artists, I think we should speak some truth.”

“As artists we all get to experience so many unbelievable things, but in our opinion, at the end of the day, it’s all for nothing if you’re not using your platform for better ... to spread love, to help those in needs, to be a light to your community,” he said.

Swift kicked off the show when she brought her new music video to life with a colorful, eye-popping performance of her song “ME!” Dancers wearing bright, pastel colors spun in the air holding umbrellas and a marching band kicked off Swift’s performance — like most of the world, maybe she was inspired by Beyonce’s new Coachella film?

Madonna, wearing an eye-patch, teamed up with Colombian singer Maluma for a performance, but it was Grammy-winning Christian artist Lauren Daigle who had the night’s best performance. She sang “You Say,” giving the audience a calm, yet strong and powerful performance. She was backed by three awesome background singers and a pianist.

BTS, who performed alongside Halsey, also had a major night. At the Billboard Awards and American Music Awards, the K-pop band had only previously won “social” awards based off their fanatic fan base, but on Wednesday BTS picked up top duo/group, besting Grammy-winning groups like Maroon 5, Imagine Dragons and Dan + Shay.

“I still can’t believe we’re here on this stage with so many great artists,” RM said as fans screamed loudly. “We’re still the same boys from six years ago, we still have the same dreams ... we still have the same thoughts. Let us keep dreaming.”

An unlikely winner at the Billboard Awards? “Game of Thrones” actress Maisie Williams, whose plays Arya Stark on the HBO series and shined brightly on last week’s episode.

“Shout-out to Arya Stark for putting in that work last week,” Drake said onstage after winning his first award of the evening.

 
"
49,entertainment,https://en.setopati.com/entertainment/144414,"
                            Adele and her husband Simon Konecki have separated.

The pop singer’s representatives Benny Tarantini and Carl Fysh confirmed the news Friday in a statement to The Associated Press.

“Adele and her partner have separated,” the emailed statement said. “They are committed to raising their son together lovingly. As always they ask for privacy. There will be no further comment.”

Adele gave birth to their son, Angelo, in 2012.

The Grammy-winning British superstar has been private about her relationship, but confirmed she married Konecki when she won album of the year at the 2017 Grammys. In her acceptance speech, she said: “Grammys, I appreciate it. The Academy, I love you. My manager, my husband and my son — you’re the only reason I do it.”

Konecki co-founded Life Water, an eco-friendly brand of bottled water in the U.K. Funds from the company assists the charity that Konecki runs, Drop4Drop, which provides clean water to countries in need.

A representative for Konecki could not be reached.
"
50,entertainment,https://en.setopati.com/entertainment/144189,"
                            Angelina Jolie and Brad Pitt are officially single, though more work is left before the terms of their divorce are final.

Los Angeles Superior Court documents show that Judge John W. Ouderkirk entered a judgment Friday, saying the couple is no longer married. Her name was also restored to just Jolie, not Jolie Pitt.

The couple’s lawyers had asked for a bifurcated judgment, meaning that two married people can be declared single before all issues in the divorce are agreed upon.

It’s not clear what issues remain unresolved in the divorce, but Jolie has filed papers saying Pitt wasn’t paying sufficient child support, which his attorneys disputed.

The 43-year-old Jolie and the 55-year-old Pitt have six children. They were married in 2014, and Jolie filed for divorce in 2016.
"
51,entertainment,https://en.setopati.com/entertainment/143896,"
                            Actress Amber Heard asked a judge Thursday to dismiss a $50 million defamation lawsuit her ex-husband Johnny Depp filed over an op-ed about domestic violence she wrote in The Washington Post, and provided new evidence toward her allegations of abuse.

In the motion filed in the Circuit Court of Fairfax, Virginia, Heard describes in new detail more than a dozen instances before and during their marriage when she says Depp slapped her, shoved her, pulled her hair or choked her. Depp has denied any such abuse. The allegations have appeared in the couple’s divorce and other legal fights.

Heard includes exhibits such as photos of her with bruises on her face and scars on her arms, images of damage she says Depp did to their home, and newly revealed screenshots of text messages describing the incidents at the time, and excerpts of her divorce deposition describing domestic abuse.

“Johnny Depp physically and verbally abused Amber Heard,” her attorney Eric George said in a statement. “Since their divorce, Mr. Depp has continued to publically harass Ms. Heard, and attempted to gaslight the world by denying his abuse. It is long past time for Mr. Depp’s despicable conduct to end.”

Depp’s lawsuit, filed last month, called the ongoing allegations of domestic abuse “categorically and demonstrably false.”

“They were part of an elaborate hoax to generate positive publicity for Ms. Heard and advance her career,” the lawsuit states, claiming that “she is the perpetrator.”

Depp’s attorney, Adam Waldman, said he was reviewing the new filing. He said previously that he and Depp looked forward to providing evidence that would clear Depp’s name.

The Post piece by Heard, published in December, does not mention Depp by name or describe any incidents, but it discusses the societal plight of those who speak up about domestic abuse.

“I spoke up against sexual violence — and faced our culture’s wrath,” the 32-year-old actress wrote, adding that she felt as though she was “on trial in the court of public opinion.”

But Depp’s lawsuit says it was clear Heard was talking about him, and that it worsened the damage the allegations had already done to his career.

The lawsuit states Depp, 55, has suffered financial losses because of the accusations, including being dropped from his role as Capt. Jack Sparrow in the “Pirates of the Caribbean” films.

Heard’s lawyers also argued that the lawsuit should be moved to Los Angeles because that’s where the relevant events took place and the court would be in a position to subpoena witnesses and find facts.

Heard first accused Depp of domestic violence in May 2016, the year after they were married. They were divorced in 2017.

The actress, whose credits include “Aquaman” and “Justice League,” met Depp on the set of their 2011 film “The Rum Diary.”
"
52,entertainment,https://en.setopati.com/entertainment/143329,"
                            Britney Spears says she’s decided to focus on self-care as she goes through a rough stretch.

Spears posted an image on Instagram Wednesday with the words, “Fall in love with taking care of yourself. Mind. Body. Spirit.”

In the caption she wrote that everyone needs “a little ‘me time,’” followed by a smile emoji.

People magazine reports citing an unnamed source that worries for her father and the need to help take care of him after a life-threatening colon rupture last year have continued to take a toll on the pop star.

In January, Spears announced that she was putting her planned Las Vegas residency — and the rest of her career — on hold for the sake of her father.
"
53,entertainment,https://en.setopati.com/entertainment/142828,"
                            Colombian singers Shakira and Carlos Vives have appeared in a Madrid court to answer allegations by a Cuban-born singer and producer that they plagiarized his work in their award-winning hit “La Bicicleta”.

Shakira smiled as she entered the court in downtown Madrid on Wednesday. She didn’t answer reporters’ questions.

Shakira and Vives have previously rejected the allegations by Livan Rafael Castellanos that “La Bicicleta” — which means “The Bicycle” in English — contains lyrics, rhythm and melody similar to those of his 1997 song, “Yo te quiero tanto.”

“La Bicicleta” won two of the three biggest Grammy Latino awards for 2016, including song and record of the year.
"
54,entertainment,https://en.setopati.com/entertainment/141676,"
 Singer Justin Bieber has opened up about his battle with depression, revealing he has been feeling ""super disconnected and weird"".

The 25-year-old actor took to Instagram to share his thoughts on his depression problem and also posted a photo with Kanye West and Scooter Braun.

""Just wanted to keep you guys updated a little bit hopefully what I'm going through will resonate with you guys. Been struggling a lot. Just feeling super disconnected and weird...

""I always bounce back so I'm not worried just wanted to reach out and ask for your guys to pray for me. God is faithful and your prayers really work thanks... the most human season I've ever been in facing my stuff head on,"" he wrote.

It was reported last month that the ""Sorry"" singer is seeking treatment to ensure his mental well-being.

In his and wife Hailey Baldwin's interview with Vogue for their March cover, Bieber has talked about being ""depressed,"" and how getting fame at a young age really affected him.
"
55,entertainment,https://en.setopati.com/entertainment/141564,"
                            Jennifer Lopez said yes to Alex Rodriguez’s proposal, and with the rock he presented, who could say no?

The couple posted an Instagram photo of their hands with a massive engagement ring on Lopez’s ring finger. The former Yankees shortstop captioned his photo with “she said yes” and a heart emoji.

The couple has been dating since early 2017 and later that year landed on the cover of Vanity Fair magazine with their celebrity couple nickname, J-Rod.

In January, Rodriguez told The Associated Press that he and Lopez had similar backgrounds and her latest film “Second Act” reflected the ties that drew them together.

“It really resembles a lot of the arc that Jennifer and I lived in our life: Both born in New York, both come from immigrant parents, both have two children, both Latino Americano — her from Puerto Rico, me from Dominican Republic. We’ve been through our ups and downs, but here we are in our 40s and trying to live the best lives possible and, at the same time, give back and pay it forward,” Rodriguez said.

It will be Lopez’s fourth marriage and Rodriguez’s second. Each has two children from previous marriages.
"
56,entertainment,https://en.setopati.com/entertainment/141200,"
                            Move over Mark Zuckerberg. At 21, Kylie Jenner has been named the youngest-ever, self-made billionaire by Forbes magazine.

Forbes estimated that Jenner’s Kylie Cosmetics is worth at least $900 million, and she owns it all. She hits the billion-dollar mark when you add in cash she has already pulled from the profitable business, the magazine said.

Facebook’s Zuckerberg was 23 when he hit the big B mark.

Jenner told Forbes the milestone is a “nice pat on the back.”

Detractors have wondered as the Jenner-Kardashian sibling climbed her way to a billionaire exactly what Forbes means by “self-made.” Her family, after all, is rich and famous. Her mom, Kris Jenner, helped build her business.

Forbes says as long as she didn’t inherit a business or money, she’s labeled self-made.
"
